0
                     Nume      Varsta       Value                        Hascode                                Hashcode translatat
                   ypsteo          23          23                    -1013200831                                                 11
                  tglmyzs          21          21                      781335691                                                 11
                zcjdgetdy          25          25                    -1353948191                                                 11
                  xpbsaca          19          19                     -404502591                                                 11
                 skmybyfz          22          22                    -1957388511                                                 11
                    rxhje          20          20                     -263460411                                                 11
                    aisou          20          20                     -860491671                                                 11
                    scykf          17          17                     -251832091                                                 11
                 gdkrpxfp          25          25                     1346330631                                                 11
                   wnzuxo          18          18                     1102641951                                                 11
                xfuutvqvf          26          26                     1159592271                                                 11
                 psudcxgr          25          25                     2035030291                                                 11
                   myepyj          17          17                     -547660711                                                 11
                    durrh          22          22                     -744786231                                                 11
                tvbzeckiw          24          24                    -1645648611                                                 11
                xlidkjauh          25          25                     1452590391                                                 11
                 xulojukk          22          22                    -1093476531                                                 11
                  yhirhek          19          19                    -1572557631                                                 11
12
                     Nume      Varsta       Value                        Hascode                                Hashcode translatat

                  ohwwmaa          20          20                     1247630232                                                 12
                  fsgcjqr          22          22                      259952992                                                 12
                 fiemcyvd          21          21                       20449792                                                 12
                   qlugxf          21          21                    -1032412292                                                 12
                 ljubalrf          26          26                    -1754770772                                                 12
                 evcfokks          24          24                     -696546672                                                 12
                   iqjoik          21          21                     -757712512                                                 12
                    tkwst          23          23                     -208905092                                                 12
                   hwlzpm          22          22                    -1609365672                                                 12
                 cjopnomc          21          21                      437049872                                                 12
                 pdabekif          24          24                     -680572592                                                 12
                    eceos          25          25                     -730922032                                                 12
                    jdhtq          21          21                     -558856052                                                 12
                  dzttjqz          19          19                    -1702842012                                                 12
                   zileyh          17          17                     -201340732                                                 12
                ignqqptov          17          17                     1347553272                                                 12
                    qhynw          25          25                     -314657232                                                 12
                ogkwplslq          20          20                     1818045932                                                 12
                    brhzd          18          18                     -816780132                                                 12
                  gelhlxc          19          19                     1264261092                                                 12
                cncngliup          19          19                     -374281152                                                 12
                vkielzrvr          25          25                    -1182514652                                                 12
                   xmibod          21          21                     2108325412                                                 12
                   oekdze          26          26                      893678812                                                 12
                zvbhsebli          25          25                     -580487632                                                 12
                    oucid          20          20                     -369457012                                                 12
                sibdcswls          26          26                    -1847058072                                                 12
                    cobki          24          24                     -786147012                                                 12
                   jxorqn          26          26                      546385312                                                 12
                  nsifpvu          19          19                     1039904052                                                 12
                  pmqmgcl          25          25                      510698732                                                 12
                    jhwtk          20          20                     -553913852                                                 12
                hclmjmjvx          19          19                     2125210932                                                 12
                   zgjnim          19          19                     -271583972                                                 12
                    enxev          24          24                     -718132872                                                 12
                  zeaegbb          20          20                     2029708012                                                 12
                    ghtho          18          18                     -656544972                                                 12
                fnhbfkpqs          25          25                     1979690832                                                 12
                    litto          22          22                     -484577552                                                 12
                  ebpkxzf          20          20                     1271046672                                                 12
                 cyrazfze          24          24                     1758557572                                                 12
                  rmdoejm          26          26                     1319389572                                                 12
                   fihxtc          26          26                       84184612                                                 12
                 sitmcsyx          22          22                     -497301332                                                 12
                 viawarup          19          19                     1369118652                                                 12
                   yxorak          24          24                     -744323532                                                 12
                   wvzhns          26          26                     1375530612                                                 12
                 jrhxtbqr          25          25                    -1279019012                                                 12
                  yatyzuc          17          17                      -13326152                                                 12
                 musqzksb          18          18                     1457933872                                                 12
                  wfjhtqy          17          17                     -623321892                                                 12
                    yuflk          19          19                      -27643872                                                 12
                  lanslfr          26          26                    -1912984112                                                 12
13
                     Nume      Varsta       Value                        Hascode                                Hashcode translatat

                ixcgxcupk          19          19                      143895693                                                 13
                 htxahyou          19          19                    -1176941713                                                 13
                   bmjazt          17          17                      280112893                                                 13
                 uveopoal          26          26                    -1612624253                                                 13
                  iexzmzx          18          18                    -1350020493                                                 13
                  shmvvod          18          18                     -888280013                                                 13
                dzzrgejsj          20          20                     1468908573                                                 13
                  lwxnrwj          17          17                      252732293                                                 13
                  jmltoxx          21          21                      890550633                                                 13
                    cjeby          18          18                     -791561413                                                 13
                tfwahqsrz          25          25                     -795546553                                                 13
                 ppbfcpgm          20          20                     -571998553                                                 13
                   qmmbst          21          21                    -1007243153                                                 13
                  fowgugf          22          22                      869318653                                                 13
                 cxocuhvu          18          18                      165720313                                                 13
                wsyeeuthm          18          18                    -1986516073                                                 13
                plqmhlldw          22          22                     1139922533                                                 13
                 ovlodtvx          17          17                     1137495933                                                 13
                 qzcaawrm          23          23                    -1962161233                                                 13
                chzpyeuew          17          17                     1346584433                                                 13
                   xcbycy          17          17                     1759711593                                                 13
                  vowcufx          21          21                    -2013889153                                                 13
                wuvyntuxp          25          25                    -1579011433                                                 13
                 oipvkxey          22          22                     -360834693                                                 13
                    venoq          22          22                     -147502853                                                 13
                    exshb          17          17                     -707285293                                                 13
                fycylfeol          26          26                      447189973                                                 13
                    iyyfx          20          20                     -569290053                                                 13
                   ljjgoo          20          20                    -2114313413                                                 13
                 lmpzxfip          17          17                     2112647153                                                 13
                   zvqgng          26          26                      248442673                                                 13
                 yqrpzrkc          25          25                    -1423125673                                                 13
                cdzakdwlp          19          19                     1919975733                                                 13
                  pamorlx          22          22                      550182893                                                 13
                lqydhrngw          19          19                    -1871191833                                                 13
                  nimchxe          19          19                     -829855673                                                 13
                 emrxleig          26          26                     -561677293                                                 13
                  jjcgfob          20          20                     1685489053                                                 13
                turxfqqiq          26          26                     1937272733                                                 13
                    kjclb          17          17                     -518259693                                                 13
                  lkhxhvj          26          26                     -109767333                                                 13
                 ycutfkfk          26          26                     1703685433                                                 13
                   sggdwj          25          25                      899754093                                                 13
                yjzxnkqyy          26          26                    -1408671853                                                 13
                   ylllsx          23          23                    -1157865873                                                 13
                  qwvjopw          21          21                     1159292193                                                 13
                ypjiwygzq          25          25                     -854703273                                                 13
                untynxfxd          19          19                     1660401573                                                 13
                   kiylcn          25          25                     1103903013                                                 13
                  rzjfpla          18          18                    -1894363753                                                 13
                  pkwbrbp          21          21                    -1414571593                                                 13
14
                     Nume      Varsta       Value                        Hascode                                Hashcode translatat

                 qulvfbhg          25          25                    -1275683514                                                 14
                  ajpuisc          23          23                    -1335703954                                                 14
                    zuiah          25          25                        6620354                                                 14
                   relkhu          23          23                     -222121614                                                 14
                    uwdre          25          25                     -162184894                                                 14
                 nchszmxi          26          26                      151729934                                                 14
                 josmrctp          26          26                     1676411414                                                 14
                   wwevri          22          22                     1387055294                                                 14
                  nilzriv          20          20                     -838334814                                                 14
                    pcdcf          18          18                     -355098794                                                 14
                vogriwpnm          21          21                    -1415564154                                                 14
                  wfuwcvh          26          26                     -231514194                                                 14
                  euulmhq          23          23                       94045634                                                 14
                 kmlxmjis          17          17                     2030703994                                                 14
                    aekmj          22          22                     -865187894                                                 14
                  ugrhomy          19          19                     -541626414                                                 14
                crvxmrahd          19          19                    -1072340074                                                 14
                nestbwdvi          24          24                     1213873354                                                 14
                 xeyvfuhp          21          21                    -1389146214                                                 14
                    sppax          20          20                     -237833434                                                 14
                lbqayafzd          24          24                    -1792346334                                                 14
                   vvntmt          25          25                      303450394                                                 14
                  fpfbmbb          19          19                     1341900854                                                 14
                 itpaoofk          21          21                     -994413254                                                 14
                  yhscsaa          22          22                    -1247002694                                                 14
                 vmcutfov          20          20                     1646403614                                                 14
                  aoartwv          22          22                     -849742854                                                 14
                xpqfhwxxp          22          22                      134796794                                                 14
                  rlpqvto          24          24                      672974854                                                 14
                  vbpvbto          19          19                     1176449674                                                 14
                 cazyyack          25          25                      337378554                                                 14
                zruvqanzn          21          21                    -2095825294                                                 14
                 zalbfqcu          24          24                    -1046031974                                                 14
                    ontwx          20          20                     -376551614                                                 14
                   cuxvxq          25          25                     1628929734                                                 14
                   ecsihg          23          23                    -1168537674                                                 14
                 utplnksb          19          19                       93905334                                                 14
                hexheeznl          19          19                      -21735894                                                 14
                 hhxedsfm          19          19                       40463234                                                 14
                   guusny          19          19                     1567652134                                                 14
                 uldrvqyf          17          17                     -226560174                                                 14
                   haqzyq          20          20                     1939377334                                                 14
                dowjrepvp          21          21                     1577841234                                                 14
                  pqhfyfp          22          22                      138241034                                                 14
                   pzjazc          24          24                    -1625643094                                                 14
                   pscawy          19          19                    -1872553534                                                 14
                    qyexm          24          24                     -296618734                                                 14
                    diygh          21          21                     -757777154                                                 14
                   aitkyk          25          25                     -904470034                                                 14
                    zdvng          21          21                      -11641074                                                 14
                    ayjjy          25          25                     -843180994                                                 14
                    zqcbs          21          21                        1999494                                                 14
15
                     Nume      Varsta       Value                        Hascode                                Hashcode translatat

                   ddeqhe          22          22                     2086173955                                                 15
                yyuhkxoad          23          23                    -1352870255                                                 15
                  olqqnxd          26          26                      978204075                                                 15
                  qjlqeyb          21          21                      -60760475                                                 15
                   uugphv          18          18                     -797862235                                                 15
                    kbdis          26          26                     -527045075                                                 15
                jvuxsghwk          22          22                      901546355                                                 15
                 oooupmiq          18          18                    -1991837495                                                 15
                    gbpvf          20          20                     -663285075                                                 15
                 mlyuzhtq          21          21                      174264595                                                 15
                tamljtzyc          25          25                       82274495                                                 15
                cdmuieiec          23          23                     -124541855                                                 15
                 qdertfua          23          23                     -115858355                                                 15
                  rugsrgs          24          24                     1311062595                                                 15
                   hcqzqk          25          25                     2007708495                                                 15
                  wfhkjtz          19          19                     -688707735                                                 15
                 rekuawmr          23          23                      564380335                                                 15
                    cicod          23          23                     -792720655                                                 15
                 ktepzlcp          24          24                      881939255                                                 15
                   pzreep          25          25                    -1616706335                                                 15
                 jomgwpvs          24          24                     -583338495                                                 15
                 bgttgitl          24          24                     1779102035                                                 15
                hmdjqnyed          21          21                     -925172475                                                 15
                dewndfarm          25          25                      447439075                                                 15
                  ndvbnza          22          22                    -1524635595                                                 15
                xfsgahaam          19          19                     1593538535                                                 15
                uvsobvhmb          23          23                     1243246675                                                 15
                bajuvjsre          25          25                    -1425187615                                                 15
                 rounfrql          20          20                       -2742235                                                 15
                   zibygx          18          18                     -211672315                                                 15
                    eubfb          19          19                     -711198855                                                 15
                 wwrtrkhm          25          25                    -1957139015                                                 15
                   xnehws          22          22                     2138309695                                                 15
                   axxwdy          26          26                     -387103695                                                 15
                    ypizs          26          26                      -33032175                                                 15
                   xzcthu          25          25                    -1748409255                                                 15
                hmnxlxddu          23          23                    -1476869895                                                 15
                  oerhlxa          20          20                    -2117600095                                                 15
                 xebwekfu          24          24                       49960395                                                 15
                lhkawljpy          21          21                     -948914255                                                 15
                   jrqbou          24          24                      342997235                                                 15
                mxqbexqzp          19          19                     1761337035                                                 15
                  rrzwmzu          22          22                    -1213284755                                                 15
                    phlsv          22          22                     -349284055                                                 15
                    nxvxc          22          22                     -399627735                                                 15
                  gdclled          20          20                      -98162675                                                 15
                   cvnnyb          23          23                     1651793475                                                 15
                 sfuzlyzo          25          25                     1287664635                                                 15
                   wqmypk          18          18                     1190956215                                                 15
                dlxbwetbm          20          20                      163996655                                                 15
                    bowti          18          18                     -819560275                                                 15
                    fbsog          18          18                     -697356675                                                 15
                   pbqbrd          18          18                     1856979835                                                 15
                    monio          19          19                     -444019635                                                 15
                gcbxrwxum          26          26                     1669712855                                                 15
                ljcvmnfos          17          17                    -1107680855                                                 15
                    squsd          21          21                     -236533475                                                 15
                 lopndskr          26          26                    -1363181235                                                 15
                    ekqgf          19          19                     -721686875                                                 15
                   vxusoe          21          21                      379472995                                                 15
                 bymkuwdp          24          24                     1034430055                                                 15
                    nsnxn          26          26                     -405423115                                                 15
16
                     Nume      Varsta       Value                        Hascode                                Hashcode translatat

                   gqrvaa          18          18                     1427755096                                                 16
                  chzdymv          17          17                    -1879971216                                                 16
                cuwxiiuck          26          26                     1733048076                                                 16
                 sbftpczd          18          18                     -124566156                                                 16
                    refnn          21          21                     -284469676                                                 16
                 xkhylurp          21          21                     1644411756                                                 16
                   gskqmx          23          23                     1488216616                                                 16
                   okbult          25          25                     1089369036                                                 16
                    awzmc          18          18                     -844813996                                                 16
                ojqtpvsqd          18          18                    -1713021476                                                 16
                wfmicycra          19          19                    -1796685496                                                 16
                    paviz          22          22                     -356655676                                                 16
                drgfttudt          24          24                      482975856                                                 16
                  jkpwjvm          23          23                    -1088199116                                                 16
                   qgwvpb          17          17                    -1200535116                                                 16
                  oqfwdfb          23          23                     1609993976                                                 16
                 opjwqtwn          24          24                     -150690336                                                 16
                kvdmhtepy          18          18                     -572646536                                                 16
                  mgcgtlx          18          18                    -1763190756                                                 16
                 lbtjcygv          19          19                     1048850376                                                 16
                   tvlpqa          26          26                    -1817449656                                                 16
                  fnijkth          22          22                     -665377596                                                 16
                    xwexi          25          25                      -59631476                                                 16
                 aelqhxbi          24          24                      483676056                                                 16
                 yuaicfuv          20          20                      -14425156                                                 16
                  kcmvrzl          25          25                     1697047816                                                 16
                   zwyxvi          17          17                      292044796                                                 16
                gzlvtashe          18          18                    -1373188496                                                 16
                  pxybhhz          19          19                     -460859616                                                 16
                 vnrclfmq          21          21                    -1790274536                                                 16
                    edfmo          19          19                     -729786656                                                 16
                    ihkte          19          19                     -588511036                                                 16
                    vueka          20          20                     -130191776                                                 16
                    nmatb          20          20                     -412503996                                                 16
                  wsdkstn          26          26                       60650476                                                 16
                   dtcamd          23          23                    -1664836656                                                 16
                zdutszrwj          19          19                     -656000676                                                 16
                    hwlqv          26          26                     -606114556                                                 16
                   mhrkic          26          26                    -1114422336                                                 16
                bjqvvuqna          20          20                    -1883383956                                                 16
                   pcyjyy          24          24                     1900261516                                                 16
                  altfcan          17          17                      902766736                                                 16
                   yqblxh          22          22                     -998032016                                                 16
                 wfzzhffn          19          19                    -1773092836                                                 16
                    htlbz          24          24                     -609438416                                                 16
                kpgkzztqq          21          21                     1597799436                                                 16
                  robzpsj          18          18                     -912834836                                                 16
                vtupkjqyi          19          19                     1277675936                                                 16
                urmhdazau          19          19                    -1526129616                                                 16
                  ctwgqrl          18          18                     2141954116                                                 16
                    iihwl          23          23                     -587511736                                                 16
17
                     Nume      Varsta       Value                        Hascode                                Hashcode translatat

                   nayiss          20          20                     -286678877                                                 17
                   nbgswh          18          18                     -271989657                                                 17
                jgxjfiqxb          20          20                     1646393537                                                 17
                  zsbpdmq          22          22                     -274059237                                                 17
                  ikgcaek          24          24                      103985637                                                 17
                 vfoywikm          25          25                     -617252257                                                 17
                epojyteml          20          20                    -1266751677                                                 17
                  fruhaqm          25          25                     -315750577                                                 17
                    ilhqm          26          26                     -584211777                                                 17
                 sgpmyqat          19          19                    -1666060257                                                 17
                  zspzqzf          23          23                      215824057                                                 17
                   bkkwtj          26          26                      213649617                                                 17
                   nnobqo          24          24                      146260717                                                 17
                    ypwjf          19          19                      -32553217                                                 17
                 owaaybzv          24          24                      392359417                                                 17
                alsvopghs          18          18                     1692565537                                                 17
                dvtckflff          23          23                    -1092742297                                                 17
                rutkwdeyh          22          22                     -818850697                                                 17
                 fjojdjgw          20          20                      399240477                                                 17
                mtvzbbodi          24          24                     2028893957                                                 17
                    tggie          23          23                     -213895097                                                 17
                   numhjg          22          22                      383453137                                                 17
                 dadktcib          23          23                    -1916258477                                                 17
                   ashcir          25          25                     -576297017                                                 17
                  pzlhuwd          25          25                     1220576197                                                 17
                 avducsjy          24          24                      624450577                                                 17
                  kruevtq          17          17                      661116637                                                 17
                    stouc          23          23                     -233437757                                                 17
                    kjrcv          21          21                     -517735917                                                 17
                   grfajt          17          17                     1447962497                                                 17
                  pyjlfdb          20          20                       96810897                                                 17
                    afvon          23          23                     -863692057                                                 17
                   fgwedr          20          20                       31684677                                                 17
                 btmecqlj          25          25                     -170060537                                                 17
                  iykvivq          18          18                    -2088054977                                                 17
                    mizlc          18          18                     -450203557                                                 17
                 remrpcvn          24          24                    -1698707577                                                 17
                 lqdfekmg          24          24                     -211401957                                                 17
                 arrubkpl          24          24                       66542677                                                 17
                 osnxmaff          17          17                     -450816677                                                 17
                   bkzdto          19          19                      229508217                                                 17
                mqgzwodke          24          24                     -356274077                                                 17
                   uesnyx          25          25                    -1331410997                                                 17
                   ntbkzc          21          21                      337282797                                                 17
                  eddfuhe          26          26                    -1321045457                                                 17
                  dvqimjd          26          26                    -1759526997                                                 17
                 voskuovt          18          18                    -1969485057                                                 17
                 kxlbrqwy          17          17                     1721479717                                                 17
                 tlgkfwcj          19          19                    -1659804617                                                 17
                    cikov          19          19                     -792435537                                                 17
                 rrpblaxt          20          20                    -1679532957                                                 17
                 yangxkyk          23          23                     1203555957                                                 17
                   wdsoaz          19          19                      752983997                                                 17
                   ueopdw          23          23                    -1335773077                                                 17
                    mmjvt          23          23                     -446351297                                                 17
18
                     Nume      Varsta       Value                        Hascode                                Hashcode translatat

                lclrgfblb          18          18                     1800824958                                                 18
                puqwdorqg          20          20                     -750083538                                                 18
                   wriops          26          26                     1220362158                                                 18
                  drwqkgy          17          17                    -1487908038                                                 18
                  iitqndc          26          26                    -1554465398                                                 18
                   crqckq          23          23                     1518012538                                                 18
                hbegoenwk          18          18                    -2062976798                                                 18
                  kolvsde          24          24                     1489328758                                                 18
                    sxnue          17          17                     -229064178                                                 18
                   bfjziq          26          26                       41790278                                                 18
                  myafxgm          25          25                       54647898                                                 18
                    eslyz          19          19                     -713025138                                                 18
                    pksfl          20          20                     -345743638                                                 18
                  espzkot          26          26                     2114973138                                                 18
                  fkzxsfc          21          21                     1048348598                                                 18
                 rzbxhily          26          26                     2126128438                                                 18
                   elsahn          23          23                     -861289378                                                 18
                  aubytkh          24          24                     1252833238                                                 18
                   iqjtfa          21          21                     -757538538                                                 18
                  rmiirfo          22          22                     1484085078                                                 18
                jjuchpdzv          20          20                     -948233978                                                 18
                  uyrkyas          24          24                     1349167358                                                 18
                    rseic          20          20                     -269079638                                                 18
                   ljnzlt          20          20                    -2109232018                                                 18
                fsvzzuqpl          17          17                    -1505160938                                                 18
19
                     Nume      Varsta       Value                        Hascode                                Hashcode translatat

                    awakx          17          17                     -845704439                                                 19
                  biawwkq          21          21                     -131977899                                                 19
                  sevpmok          18          18                      529450659                                                 19
                 jiqlcofo          24          24                       50238979                                                 19
                 xlqeweqo          23          23                      394031579                                                 19
                 tzzjknxi          25          25                     1423070539                                                 19
                dfblqmrqa          21          21                      740261719                                                 19
                  nxmprmv          19          19                    -2105872999                                                 19
                    ufocz          20          20                     -180548739                                                 19
                etzwcdbbd          22          22                     -475896759                                                 19
                rjfyizqur          19          19                     -147172499                                                 19
                nxvvjaswv          18          18                      145757479                                                 19
                bzefzghea          21          21                      505871019                                                 19
                 maoddxtq          21          21                     1425059639                                                 19
                    eiyup          25          25                     -723590519                                                 19
                    bnnmn          18          18                     -820990399                                                 19
                kqolrcktg          19          19                    -1169363099                                                 19
                  fsaasmt          26          26                       53042299                                                 19
                  myflxbh          19          19                      232106959                                                 19
                 jevqzygj          17          17                    -1253301239                                                 19
                  vcyfgil          17          17                    -1769177759                                                 19
                   cgyhxd          20          20                     1151149839                                                 19
                    fkgzt          17          17                     -687849859                                                 19
                  niqcbyt          25          25                     -693386199                                                 19
                irqzmbmxo          24          24                    -1773329719                                                 19
                  iyiyvsz          18          18                     2142337699                                                 19
                    vmklo          26          26                     -138794899                                                 19
                 uapjenjq          23          23                    -1129088539                                                 19
                  uyytfrp          18          18                     1597623499                                                 19
                   ostzky          23          23                     1382748879                                                 19
                  wvayitk          20          20                    -1143915839                                                 19
                   jmknlp          17          17                      165955299                                                 19
                   lkqzrm          18          18                    -2071748319                                                 19
                  qmxtcua          26          26                     -764617619                                                 19
                   zkhpfr          20          20                     -137039539                                                 19
                 qxdfghjq          20          20                    -1976722999                                                 19
                   ubmoqf          21          21                    -1440509719                                                 19
                 cowtisew          22          22                     1432071279                                                 19
                 bbxeitfl          25          25                      231850799                                                 19
                  ruchlxo          24          24                     1162062559                                                 19
                ojkqsxucd          23          23                       51558919                                                 19
                  mlrflbg          23          23                     -250609779                                                 19
                   ijgpol          18          18                    -1000168779                                                 19
                    thqsi          26          26                     -212425639                                                 19
                   rqxexj          25          25                      200953519                                                 19
                 bsyourrl          25          25                     1540068879                                                 19
                  unizrex          26          26                    -2004205119                                                 19
                   cmhrfz          19          19                     1337768699                                                 19
                    bxdtf          25          25                     -810315559                                                 19
                  yyblqbj          22          22                     -990179839                                                 19
                 fzrfvofk          25          25                      581613879                                                 19
                 vzkgbpsy          17          17                    -1574625739                                                 19
                    suodr          18          18                     -232354439                                                 19
                   argvmt          22          22                     -610889319                                                 19
                avwvqbrhp          26          26                      547153539                                                 19
                   guaspq          26          26                     1545608799                                                 19
                    wpraz          19          19                     -101081139                                                 19
